Virus Strain Name,Accession ID,Data Source,Related ID,Nuc.Completeness,Sequence Length,Sequence Quality,Quality Assessment,Host,Sample Collection Date,Location,Originating Lab,Submission Date,Submitting Lab
hCoV-19/USA/NY-PV08491/2020,EPI_ISL_421427,GISAID, ,Complete,29730,High,0/0/6/0/NO,Homo Sapiens,2020-03-17,United States / New York / Brooklyn,MSHS Pathogen Surveillance Program,2020-04-07,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV08492/2020,EPI_ISL_421428,GISAID, ,Complete,29724,High,0/0/6/0/NO,Homo Sapiens,2020-03-18,United States / New York / Manhattan,MSHS Pathogen Surveillance Program,2020-04-07,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV08493/2020,EPI_ISL_421429,GISAID, ,Complete,29729,High,0/0/6/0/NO,Homo Sapiens,2020-03-17,United States / New York / Manhattan,MSHS Pathogen Surveillance Program,2020-04-07,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV08494/2020,EPI_ISL_421430,GISAID, ,Complete,29729,High,0/0/6/0/NO,Homo Sapiens,2020-03-17,United States / New York / Manhattan,MSHS Pathogen Surveillance Program,2020-04-07,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV08495/2020,EPI_ISL_421431,GISAID, ,Complete,29724,High,"0/0/9/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,United States / New York / Manhattan,MSHS Pathogen Surveillance Program,2020-04-07,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV08496/2020,EPI_ISL_421432,GISAID, ,Complete,29724,High,0/0/8/0/NO,Homo Sapiens,2020-03-17,United States / New York / Queens,MSHS Pathogen Surveillance Program,2020-04-07,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV08498/2020,EPI_ISL_421433,GISAID, ,Complete,29730,High,0/0/5/0/NO,Homo Sapiens,2020-03-17,United States / New York / Queens,MSHS Pathogen Surveillance Program,2020-04-07,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV08500/2020,EPI_ISL_421434,GISAID, ,Complete,29727,High,0/0/10/0/NO,Homo Sapiens,2020-03-17,United States / New York / Manhattan,MSHS Pathogen Surveillance Program,2020-04-07,MSHS Pathogen Surveillance Program
hCoV-19/USA/NY-PV09000/2020,EPI_ISL_421435,GISAID, ,Complete,29731,High,0/0/7/0/NO,Homo Sapiens,2020-03-18,United States / New York / Bronx,MSHS Pathogen Surveillance Program,2020-04-07,MSHS Pathogen Surveillance Program
hCoV-19/Portugal/PT0043/2020,EPI_ISL_421446,GISAID, ,Complete,29763,High,0/0/6/0/NO,Homo Sapiens,2020-03-18,Portugal,H Guimaraes,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0044/2020,EPI_ISL_421447,GISAID, ,Complete,29703,High,0/0/5/0/NO,Homo Sapiens,2020-03-18,Portugal,H Guimaraes,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0045/2020,EPI_ISL_421448,GISAID, ,Complete,29703,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,Portugal,H Guimaraes,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0046/2020,EPI_ISL_421449,GISAID, ,Complete,29763,High,0/0/6/0/NO,Homo Sapiens,2020-03-18,Portugal,H Dr. Nelio Mendonca - Funchal,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0047/2020,EPI_ISL_421450,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0048/2020,EPI_ISL_421451,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0049/2020,EPI_ISL_421452,GISAID, ,Complete,29703,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0050/2020,EPI_ISL_421453,GISAID, ,Complete,29703,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,Portugal,CHTMAD,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0051/2020,EPI_ISL_421454,GISAID, ,Complete,29703,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,Portugal,H Beatriz Angelo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0052/2020,EPI_ISL_421455,GISAID, ,Complete,29703,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,Portugal,CH Barreiro Montijo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0053/2020,EPI_ISL_421456,GISAID, ,Complete,29703,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-19,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0054/2020,EPI_ISL_421457,GISAID, ,Complete,29763,High,0/0/2/0/NO,Homo Sapiens,2020-03-18,Portugal,H Dr Nelio Mendonca - Funchal,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0055/2020,EPI_ISL_421458,GISAID, ,Complete,29763,High,0/0/10/0/NO,Homo Sapiens,2020-03-19,Portugal,H Beatriz Angelo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0056/2020,EPI_ISL_421459,GISAID, ,Complete,29603,High,0/0/3/1/NO,Homo Sapiens,2020-03-20,Portugal,H Dr. Nelio Mendonca - Funchal,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0057/2020,EPI_ISL_421460,GISAID, ,Complete,29763,High,0/0/11/0/NO,Homo Sapiens,2020-03-20,Portugal,H Dr. Nelio Mendonca - Funchal,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0058/2020,EPI_ISL_421461,GISAID, ,Complete,29763,High,0/0/2/0/NO,Homo Sapiens,2020-03-20,Portugal,H Dr. Nelio Mendonca - Funchal,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0059/2020,EPI_ISL_421462,GISAID, ,Complete,29703,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-20,Portugal,H Santarem,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0060/2020,EPI_ISL_421463,GISAID, ,Complete,29703,High,0/0/7/0/NO,Homo Sapiens,2020-03-20,Portugal,HSE Ilha Terceira - Angra do Heroismo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0061/2020,EPI_ISL_421464,GISAID, ,Complete,29763,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-17,Portugal,CHTMAD,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0062/2020,EPI_ISL_421465,GISAID, ,Complete,29603,High,"0/0/10/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-19,Portugal,CHTMAD,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0063/2020,EPI_ISL_421466,GISAID, ,Complete,29763,High,0/0/3/0/NO,Homo Sapiens,2020-03-20,Portugal,H Evora,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0064/2020,EPI_ISL_421467,GISAID, ,Complete,29763,High,0/0/4/0/NO,Homo Sapiens,2020-03-20,Portugal,H Evora,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0065/2020,EPI_ISL_421468,GISAID, ,Complete,29603,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,H Santarem,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0066/2020,EPI_ISL_421469,GISAID, ,Complete,29703,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,H Santarem,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0067/2020,EPI_ISL_421470,GISAID, ,Complete,29763,High,0/0/7/0/NO,Homo Sapiens,2020-03-21,Portugal,H Santarem,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0068/2020,EPI_ISL_421471,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,H Santarem,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0069/2020,EPI_ISL_421472,GISAID, ,Complete,29703,High,"0/0/10/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0070/2020,EPI_ISL_421473,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0071/2020,EPI_ISL_421474,GISAID, ,Complete,29763,High,"0/0/9/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0072/2020,EPI_ISL_421475,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0073/2020,EPI_ISL_421476,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0074/2020,EPI_ISL_421477,GISAID, ,Complete,29763,High,"0/0/9/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0075/2020,EPI_ISL_421478,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0076/2020,EPI_ISL_421479,GISAID, ,Complete,29763,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,CH Barreiro Montijo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0077/2020,EPI_ISL_421480,GISAID, ,Complete,29763,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-21,Portugal,CH Barreiro Montijo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0079/2020,EPI_ISL_421482,GISAID, ,Complete,29703,High,"0/0/10/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,Portugal,CH VN Gaia - Espinho,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0080/2020,EPI_ISL_421483,GISAID, ,Complete,29703,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,Portugal,CH VN Gaia - Espinho,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0081/2020,EPI_ISL_421484,GISAID, ,Complete,29703,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-19,Portugal,CH VN Gaia - Espinho,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0082/2020,EPI_ISL_421485,GISAID, ,Complete,29603,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-22,Portugal,CH Barreiro Montijo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0083/2020,EPI_ISL_421486,GISAID, ,Complete,29703,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-22,Portugal,CH Barreiro Montijo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0084/2020,EPI_ISL_421487,GISAID, ,Complete,29603,High,"0/0/10/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-22,Portugal,H Beatriz Angelo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0085/2020,EPI_ISL_421488,GISAID, ,Complete,29703,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-22,Portugal,H Santarem,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0086/2020,EPI_ISL_421489,GISAID, ,Complete,29603,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-20,Portugal,HSE Ilha Terceira - Angra do Heroismo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0087/2020,EPI_ISL_421490,GISAID, ,Complete,29603,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-22,Portugal,H Santarem,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0088/2020,EPI_ISL_421491,GISAID, ,Complete,29763,High,0/0/5/0/NO,Homo Sapiens,2020-03-22,Portugal,H Beatriz Angelo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0089/2020,EPI_ISL_421492,GISAID, ,Complete,29703,High,0/0/7/0/NO,Homo Sapiens,2020-03-22,Portugal,H Santarem,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0091/2020,EPI_ISL_421494,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-20,Portugal,HSE Ilha Terceira - Angra do Heroismo,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0092/2020,EPI_ISL_421495,GISAID, ,Complete,29603,High,0/0/7/0/NO,Homo Sapiens,2020-03-23,Portugal,H Santarem,2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0093/2020,EPI_ISL_421496,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-24,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0094/2020,EPI_ISL_421497,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-24,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0095/2020,EPI_ISL_421498,GISAID, ,Complete,29763,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-24,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/PT0096/2020,EPI_ISL_421499,GISAID, ,Complete,29763,High,"0/0/7/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-24,Portugal,Instituto Nacional de Saude (INSA),2020-04-08,Instituto Nacional de Saude (INSA)
hCoV-19/France/HF2306/2020,EPI_ISL_421500,GISAID, ,Complete,29836,High,0/0/9/0/NO,Homo Sapiens,2020-03-11,France / Hauts de France / Compiegne,CH Compiègne Laboratoire de Biologie,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/IDF2359/2020,EPI_ISL_421501,GISAID, ,Complete,29836,High,0/0/8/0/NO,Homo Sapiens,2020-03-12,France / Ile de France / Longjumeau,Service de Biologie Médicale - BP 125,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/IDF2412/2020,EPI_ISL_421502,GISAID, ,Complete,29836,High,0/0/9/0/NO,Homo Sapiens,2020-03-12,France / Ile de France / Saint Germain en Laye,Parc des Dames,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/IDF2414/2020,EPI_ISL_421503,GISAID, ,Complete,29836,High,0/0/9/0/NO,Homo Sapiens,2020-03-12,France / Ile de France / Saint Germain en Laye,Parc des Dames,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/IDF2536/2020,EPI_ISL_421504,GISAID, ,Complete,29836,High,0/0/7/0/NO,Homo Sapiens,2020-03-14,France / Ile de France / Longjumeau,Service de Biologie Médicale - BP 125,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/IDF2548/2020,EPI_ISL_421505,GISAID, ,Complete,29836,High,0/0/10/0/NO,Homo Sapiens,2020-03-15,France / Ile de France / Longjumeau,Service de Biologie Médicale - BP 125,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/IDF3236/2020,EPI_ISL_421506,GISAID, ,Complete,29843,High,0/0/7/0/NO,Homo Sapiens,2020-03-21,France / Ile de France / Longjumeau,Service de Biologie Médicale - BP 125,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/IDF3274/2020,EPI_ISL_421507,GISAID, ,Complete,29858,High,0/0/10/0/NO,Homo Sapiens,2020-03-23,France / Ile de France / Seine-Port,Le Château de Seine-Port,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/IDF3276/2020,EPI_ISL_421508,GISAID, ,Complete,29871,High,0/0/6/0/NO,Homo Sapiens,2020-03-23,France / Ile de France / Seine-Port,Le Château de Seine-Port,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/HF3290/2020,EPI_ISL_421509,GISAID, ,Complete,29851,High,0/0/10/0/NO,Homo Sapiens,2020-03-23,France / Hauts de France / Compiegne,CH Compiègne Laboratoire de Biologie,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/HF3295/2020,EPI_ISL_421511,GISAID, ,Complete,29841,High,0/0/8/0/NO,Homo Sapiens,2020-03-23,France / Hauts de France / Compiegne,CH Compiègne Laboratoire de Biologie,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/IDF3324/2020,EPI_ISL_421512,GISAID, ,Complete,29853,High,0/0/5/0/NO,Homo Sapiens,2020-03-23,France / Ile de France / Longjumeau,Service de Biologie Médicale - BP 125,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/IDF3345/2020,EPI_ISL_421513,GISAID, ,Complete,29849,High,0/0/7/0/NO,Homo Sapiens,2020-03-23,France / Ile de France / Orsay,Service de Biologie clinique,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/France/CVL3365/2020,EPI_ISL_421514,GISAID, ,Complete,29845,High,0/0/6/0/NO,Homo Sapiens,2020-03-20,France / Centre - Val de Loire / Abondant,Sentinelles network,2020-04-08,"National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris"
hCoV-19/USA/WY-WYPHL006/2020,EPI_ISL_421543,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-15,United States / Wyoming,Wyoming Public Health Laboratory,2020-04-08,"Center for Global Health, University of New Mexico Health Sciences Center"
hCoV-19/USA/WY-WYPHL007/2020,EPI_ISL_421544,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-15,United States / Wyoming,Wyoming Public Health Laboratory,2020-04-08,"Center for Global Health, University of New Mexico Health Sciences Center"
hCoV-19/USA/WY-WYPHL008/2020,EPI_ISL_421545,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-15,United States / Wyoming,Wyoming Public Health Laboratory,2020-04-08,"Center for Global Health, University of New Mexico Health Sciences Center"
hCoV-19/USA/WY-WYPHL011/2020,EPI_ISL_421548,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-14,United States / Wyoming,Wyoming Public Health Laboratory,2020-04-08,"Center for Global Health, University of New Mexico Health Sciences Center"
hCoV-19/USA/WY-WYPHL012/2020,EPI_ISL_421549,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-14,United States / Wyoming,Wyoming Public Health Laboratory,2020-04-08,"Center for Global Health, University of New Mexico Health Sciences Center"
hCoV-19/USA/WY-WYPHL014/2020,EPI_ISL_421550,GISAID, ,Complete,29903,High,0/0/6/0/NO,Homo Sapiens,2020-03-16,United States / Wyoming,Wyoming Public Health Laboratory,2020-04-08,"Center for Global Health, University of New Mexico Health Sciences Center"
hCoV-19/USA/WY-WYPHL015/2020,EPI_ISL_421551,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-18,United States / Wyoming,Wyoming Public Health Laboratory,2020-04-08,"Center for Global Health, University of New Mexico Health Sciences Center"
hCoV-19/USA/WY-WYPHL018/2020,EPI_ISL_421552,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-19,United States / Wyoming,Wyoming Public Health Laboratory,2020-04-08,"Center for Global Health, University of New Mexico Health Sciences Center"
hCoV-19/South Africa/KRISP_0007/2020,EPI_ISL_421574,GISAID, ,Complete,29903,High,"0/0/8/0/18996~19003(8-2-0.25,SNP:18996; SNP:19003)",Homo Sapiens,2020-04-01,South Africa / KZN,Molecular Diagnostic Services,2020-04-09,"KRISP, KZN Research Innovation and Sequencing Platform"
hCoV-19/South Africa/KRISP_0011/2020,EPI_ISL_421575,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-04-01,South Africa / KZN,Molecular Diagnostic Services,2020-04-09,"KRISP, KZN Research Innovation and Sequencing Platform"
hCoV-19/USA/NY-NYUMC76/2020,EPI_ISL_421577,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC77/2020,EPI_ISL_421578,GISAID, ,Complete,29903,High,0/0/8/0/NO,Homo Sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC78/2020,EPI_ISL_421579,GISAID, ,Complete,29903,High,0/0/6/0/NO,Homo Sapiens,2020-03-18,United States / New York / Bronx,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC80/2020,EPI_ISL_421581,GISAID, ,Complete,29903,High,0/0/10/0/NO,Homo Sapiens,2020-03-18,United States / New York / Queens,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC81/2020,EPI_ISL_421582,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC82/2020,EPI_ISL_421583,GISAID, ,Complete,29903,High,0/0/10/0/NO,Homo Sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NJ-NYUMC83/2020,EPI_ISL_421584,GISAID, ,Complete,29903,High,0/0/11/0/NO,Homo Sapiens,2020-03-18,United States / New Jersey,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NJ-NYUMC84/2020,EPI_ISL_421585,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-18,United States / New Jersey,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC85/2020,EPI_ISL_421586,GISAID, ,Complete,29903,High,0/0/6/0/NO,Homo Sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC86/2020,EPI_ISL_421587,GISAID, ,Complete,29903,High,0/0/7/0/NO,Homo Sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC87/2020,EPI_ISL_421588,GISAID, ,Complete,29903,High,0/0/6/0/NO,Homo Sapiens,2020-03-18,United States / New York / Nassau County,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC88/2020,EPI_ISL_421589,GISAID, ,Complete,29903,High,0/0/9/0/NO,Homo Sapiens,2020-03-18,United States / New York / Brooklyn,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC89/2020,EPI_ISL_421590,GISAID, ,Complete,29903,High,0/0/8/0/NO,Homo Sapiens,2020-03-18,United States / New York / Queens,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
hCoV-19/USA/NY-NYUMC90/2020,EPI_ISL_421591,GISAID, ,Complete,29903,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo Sapiens,2020-03-18,United States / New York / Nassau County,NYU Langone Health,2020-04-09,"Departments of Pathology and Medicine, New York University School of Medicine"
